Date/Time,Electricity:Facility [J](Hourly),Gas:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),HVACFan:Fans:Electricity [J](Hourly),Electricity:HVAC [J](Hourly),Fans:Electricity [J](Hourly),General:InteriorLights:Electricity [J](Hourly),General:ExteriorLights:Electricity [J](Hourly),Appl:InteriorEquipment:Electricity [J](Hourly),Misc:InteriorEquipment:Electricity [J](Hourly),Water Heater:WaterSystems:Electricity [J](Hourly) 
 03/06  19:00:00,3.106469297,0,0,0.566332187,0.142146961,0.708479148,0.142146961,0.564100118,0.122660511,0.487108527,0.666376336,0.507314657
 03/06  20:00:00,3.230216944,0,0,0.457777056,0.116663877,0.574440933,0.116663877,0.842981085,0.183301665,0.398717754,0.687831416,0.52251409
 03/06  21:00:00,3.182818243,0,0,0.41083721,0.104639082,0.515476292,0.104639082,0.906363118,0.197083716,0.355651437,0.711478144,0.476335536
 03/06  22:00:00,2.846268621,0,0,0.358026007,0.091161957,0.449187965,0.091161957,0.760584401,0.165384936,0.33626221,0.69486776,0.41955135
 03/06  23:00:00,2.182159546,0,0,0.206584287,0.052599755,0.259184042,0.052599755,0.5704383,0.124038714,0.274933291,0.601318996,0.331816202
 03/06  24:00:00,1.514787291,0,0,0.045406481,0.011565228,0.056971709,0.011565228,0.399306749,0.0868271,0.191739927,0.522535018,0.236976788
 03/07  01:00:00,1.220451603,0,0.244494721,0,0.00842042,0.252915141,0.00842042,0.202822464,0.044102651,0.133321705,0.432216052,0.13464359
 03/07  02:00:00,1.7462889,0,0.944108432,0,0.032604562,0.976712994,0.032604562,0.120425883,0.026185946,0.116106044,0.397957133,0.0884709
 03/07  03:00:00,2.160464682,0,1.418753878,0,0.049062804,1.467816682,0.049062804,0.082396643,0.017916703,0.101372793,0.393343138,0.077188723
 03/07  04:00:00,2.35309498,0,1.615395587,0,0.05590578,1.671301367,0.05590578,0.082396643,0.017916703,0.092125217,0.387806343,0.081118707
 03/07  05:00:00,2.756727939,0,1.972962606,0,0.068301363,2.041263969,0.068301363,0.082396643,0.017916703,0.103339676,0.373156906,0.118224041
 03/07  06:00:00,3.26042747,0,2.238746136,0,0.077512336,2.316258472,0.077512336,0.088734847,0.019294911,0.117710341,0.416413116,0.281585784
 03/07  07:00:00,3.862138391,0,2.345965764,0,0.081233477,2.427199241,0.081233477,0.139440432,0.030320577,0.179260421,0.481124407,0.584363313
 03/07  08:00:00,3.102756052,0,1.256433265,0,0.043516415,1.29994968,0.043516415,0.247189951,0.053750117,0.268546904,0.511230729,0.664158671
 03/07  09:00:00,2.304290754,0,0.612705485,0,0.021223057,0.633928542,0.021223057,0.196484282,0.042724448,0.340169937,0.432216052,0.638337493
 03/07  10:00:00,1.696766075,0,0.198766015,0,0.006882054,0.205648069,0.006882054,0.101411253,0.022051326,0.411860013,0.367850811,0.567514603
 03/07  11:00:00,1.554528811,0,0,0.115778412,0.027623381,0.143401794,0.027623381,0.082396643,0.017916703,0.428929376,0.376502053,0.484952241
 03/07  12:00:00,1.683755227,0,0,0.265373869,0.062012991,0.32738686,0.062012991,0.082396643,0.017916703,0.446683152,0.376617403,0.412324465
 03/07  13:00:00,1.753131201,0,0,0.380330368,0.088901001,0.469231369,0.088901001,0.082396643,0.017916703,0.436348173,0.370273159,0.356535154
 03/07  14:00:00,1.83164318,0,0,0.490735344,0.113380392,0.604115737,0.113380392,0.082396643,0.017916703,0.398479236,0.383076997,0.325227864
 03/07  15:00:00,1.97112262,0,0,0.637499222,0.145816634,0.783315856,0.145816634,0.082396643,0.017916703,0.368956064,0.404647427,0.293459926
 03/07  16:00:00,2.001822729,0,0,0.61657116,0.14420449,0.76077565,0.14420449,0.09507305,0.020673118,0.379202089,0.427140656,0.298528166
 03/07  17:00:00,2.18983426,0,0,0.575161725,0.138620084,0.713781808,0.138620084,0.145778717,0.03169878,0.434486733,0.505232534,0.338425688
 03/07  18:00:00,2.547530171,0,0,0.4798969,0.118986798,0.598883698,0.118986798,0.291557331,0.06339756,0.534863171,0.613776784,0.424621627
 03/07  19:00:00,3.053794174,0,0,0.526207975,0.131623014,0.657830989,0.131623014,0.564100118,0.122660511,0.487108527,0.666376336,0.505287692
 03/07  20:00:00,3.313462945,0,0,0.52840694,0.132093327,0.660500267,0.132093327,0.842981085,0.183301665,0.398717754,0.687831416,0.519700757
 03/07  21:00:00,3.14018017,0,0,0.379546187,0.096235689,0.475781876,0.096235689,0.906363118,0.197083716,0.355651437,0.711478144,0.473391878
 03/07  22:00:00,2.753243242,0,0,0.286210257,0.072510753,0.35872101,0.072510753,0.760584401,0.165384936,0.33626221,0.69486776,0.416992925
 03/07  23:00:00,2.031522023,0,0,0.088426936,0.02239816,0.110825096,0.02239816,0.5704383,0.124038714,0.274933291,0.601318996,0.329537626
 03/07  24:00:00,1.738386557,0,0.273118745,0,0.009396974,0.282515719,0.009396974,0.399306749,0.0868271,0.191739927,0.522535018,0.235032044
 03/08  01:00:00,1.687924069,0,0.697712408,0,0.024051801,0.721764208,0.024051801,0.202822464,0.044102651,0.133321705,0.432216052,0.133266989
 03/08  02:00:00,1.876666982,0,1.071207239,0,0.036994634,1.108201872,0.036994634,0.120425883,0.026185946,0.116106044,0.397957133,0.087360104
 03/08  03:00:00,2.015420564,0,1.280109469,0,0.044247607,1.324357077,0.044247607,0.082396643,0.017916703,0.101372793,0.393343138,0.07560421
 03/08  04:00:00,2.426148003,0,1.687526135,0,0.058354717,1.745880852,0.058354717,0.082396643,0.017916703,0.092125217,0.387806343,0.079592246
 03/08  05:00:00,2.614379668,0,1.837342173,0,0.063544196,1.900886369,0.063544196,0.082396643,0.017916703,0.103339676,0.373156906,0.116253369
 03/08  06:00:00,2.948665583,0,1.940214564,0,0.067104565,2.007319129,0.067104565,0.088734847,0.019294911,0.117710341,0.416413116,0.27876324
 03/08  07:00:00,3.410313691,0,1.912582071,0,0.066162122,1.978744194,0.066162122,0.139440432,0.030320577,0.179260421,0.481124407,0.58099366
 03/08  08:00:00,3.643430441,0,1.781701555,0,0.061639651,1.843341205,0.061639651,0.247189951,0.053750117,0.268546904,0.511230729,0.661441535
 03/08  09:00:00,3.438071647,0,1.709797567,0,0.059151283,1.76894885,0.059151283,0.196484282,0.042724448,0.340169937,0.432216052,0.637098077
 03/08  10:00:00,3.226170046,0,1.676359955,0,0.057989814,1.734349769,0.057989814,0.101411253,0.022051326,0.411860013,0.367850811,0.568216874
 03/08  11:00:00,2.86712444,0,1.4045893,0,0.048583606,1.453172906,0.048583606,0.082396643,0.017916703,0.428929376,0.376502053,0.487776758
 03/08  12:00:00,2.482810059,0,1.084027796,0,0.037493389,1.121521186,0.037493389,0.082396643,0.017916703,0.446683152,0.376617403,0.417244973
 03/08  13:00:00,2.078354189,0,0.762747915,0,0.026376316,0.789124231,0.026376316,0.082396643,0.017916703,0.436348173,0.370273159,0.36186528
 03/08  14:00:00,1.827657954,0,0.575288596,0,0.019889862,0.595178458,0.019889862,0.082396643,0.017916703,0.398479236,0.383076997,0.330179916
 03/08  15:00:00,1.699785959,0,0.490383686,0,0.016952045,0.507335731,0.016952045,0.082396643,0.017916703,0.368956064,0.404647427,0.29810339
 03/08  16:00:00,2.044408946,0,0.772425599,0,0.026701725,0.799127324,0.026701725,0.09507305,0.020673118,0.379202089,0.427140656,0.302762709
 03/08  17:00:00,2.631435199,0,1.112777425,0,0.038467516,1.151244941,0.038467516,0.145778717,0.03169878,0.434486733,0.505232534,0.342563493
 03/08  18:00:00,3.230104023,0,1.234737962,0,0.042684969,1.27742293,0.042684969,0.291557331,0.06339756,0.534863171,0.613776784,0.428656247
 03/08  19:00:00,3.276774702,0,0.848188786,0,0.029320223,0.877509009,0.029320223,0.564100118,0.122660511,0.487108527,0.666376336,0.5085902
 03/08  20:00:00,3.568461248,0,0.881615656,0,0.03047955,0.912095206,0.03047955,0.842981085,0.183301665,0.398717754,0.687831416,0.523104121
 03/08  21:00:00,3.498220309,0,0.802998515,0,0.027760273,0.830758788,0.027760273,0.906363118,0.197083716,0.355651437,0.711478144,0.476455105
 03/08  22:00:00,3.381812462,0,0.951177719,0,0.032881094,0.984058813,0.032881094,0.760584401,0.165384936,0.33626221,0.69486776,0.420224342
 03/08  23:00:00,3.241989204,0,1.274364179,0,0.044056338,1.318420517,0.044056338,0.5704383,0.124038714,0.274933291,0.601318996,0.332409386
 03/08  24:00:00,3.157080816,0,1.641687907,0,0.056757595,1.698445502,0.056757595,0.399306749,0.0868271,0.191739927,0.522535018,0.23779652
 03/09  01:00:00,3.019529381,0,1.981972178,0,0.068527391,2.050499569,0.068527391,0.202822464,0.044102651,0.133321705,0.432216052,0.13613694
 03/09  02:00:00,3.087571601,0,2.239254053,0,0.077432209,2.316686262,0.077432209,0.120425883,0.026185946,0.116106044,0.397957133,0.089780333
 03/09  03:00:00,3.442210128,0,2.656996712,0,0.091890415,2.748887127,0.091890415,0.082396643,0.017916703,0.101372793,0.393343138,0.077863724
 03/09  04:00:00,3.60711802,0,2.827171541,0,0.097782963,2.924954504,0.097782963,0.082396643,0.017916703,0.092125217,0.387806343,0.08148861
 03/09  05:00:00,3.595040059,0,2.783409749,0,0.096278336,2.879688085,0.096278336,0.082396643,0.017916703,0.103339676,0.373156906,0.118112045
 03/09  06:00:00,3.692509155,0,2.657999013,0,0.091954917,2.749953931,0.091954917,0.088734847,0.019294911,0.117710341,0.416413116,0.27997201
 03/09  07:00:00,4.46022748,0,2.92720619,0,0.101274086,3.028480277,0.101274086,0.139440432,0.030320577,0.179260421,0.481124407,0.581171367
 03/09  08:00:00,4.163084326,0,2.284539346,0,0.079029397,2.363568743,0.079029397,0.247189951,0.053750117,0.268546904,0.511230729,0.660867882
 03/09  09:00:00,3.79172241,0,2.052438315,0,0.071006597,2.123444911,0.071006597,0.196484282,0.042724448,0.340169937,0.432216052,0.636252779
 03/09  10:00:00,3.360101513,0,1.807199013,0,0.062502261,1.869701274,0.062502261,0.101411253,0.022051326,0.411860013,0.367850811,0.566796836
 03/09  11:00:00,2.720667097,0,1.265054398,0,0.043740395,1.308794793,0.043740395,0.082396643,0.017916703,0.428929376,0.376502053,0.485697528
 03/09  12:00:00,1.813330699,0,0.440398475,0,0.015221308,0.455619783,0.015221308,0.082396643,0.017916703,0.446683152,0.376617403,0.413667014
 03/09  13:00:00,1.397056906,0,0,0.091035983,0.021535503,0.112571487,0.021535503,0.082396643,0.017916703,0.436348173,0.370273159,0.357120741
 03/09  14:00:00,1.600885901,0,0,0.305107157,0.069241748,0.374348905,0.069241748,0.082396643,0.017916703,0.398479236,0.383076997,0.324237416
 03/09  15:00:00,1.723120914,0,0,0.43723227,0.099200136,0.536432407,0.099200136,0.082396643,0.017916703,0.368956064,0.404647427,0.29234167
 03/09  16:00:00,1.88782648,0,0,0.528411276,0.119871995,0.648283272,0.119871995,0.09507305,0.020673118,0.379202089,0.427140656,0.297024295
 03/09  17:00:00,2.167012344,0,0,0.562692653,0.13031108,0.693003733,0.13031108,0.145778717,0.03169878,0.434486733,0.505232534,0.336381846
 03/09  18:00:00,2.63331886,0,0,0.555398306,0.132219912,0.687618218,0.132219912,0.291557331,0.06339756,0.534863171,0.613776784,0.421675796
 03/09  19:00:00,3.12831132,0,0,0.59116682,0.144275198,0.735442018,0.144275198,0.564100118,0.122660511,0.487108527,0.666376336,0.502193809
 03/09  20:00:00,3.365830193,0,0,0.573666073,0.141857274,0.715523347,0.141857274,0.842981085,0.183301665,0.398717754,0.687831416,0.517044925
 03/09  21:00:00,3.384445891,0,0,0.580402,0.142509298,0.722911298,0.142509298,0.906363118,0.197083716,0.355651437,0.711478144,0.470528178
 03/09  22:00:00,3.020917745,0,0,0.504344445,0.124527688,0.628872133,0.124527688,0.760584401,0.165384936,0.33626221,0.69486776,0.414516306
 03/09  23:00:00,2.443924703,0,0,0.422410009,0.103559351,0.52596936,0.103559351,0.5704383,0.124038714,0.274933291,0.601318996,0.326796042
 03/09  24:00:00,1.746189729,0,0,0.234395584,0.058191681,0.292587265,0.058191681,0.399306749,0.0868271,0.191739927,0.522535018,0.23276367
 03/10  01:00:00,1.05318981,0,0,0.070776741,0.017558078,0.08833482,0.017558078,0.202822464,0.044102651,0.133321705,0.432216052,0.131962119
 03/10  02:00:00,1.068888816,0,0.291603892,0,0.010007489,0.301611382,0.010007489,0.120425883,0.026185946,0.116106044,0.397957133,0.086172428
 03/10  03:00:00,1.531919871,0,0.813854811,0,0.028003023,0.841857834,0.028003023,0.082396643,0.017916703,0.101372793,0.393343138,0.07460276
 03/10  04:00:00,1.935097712,0,1.213771482,0,0.041821574,1.255593056,0.041821574,0.082396643,0.017916703,0.092125217,0.387806343,0.078829751
 03/10  05:00:00,2.151524813,0,1.390573236,0,0.047946173,1.438519409,0.047946173,0.082396643,0.017916703,0.103339676,0.373156906,0.115765475
 03/10  06:00:00,2.741838426,0,1.741229357,0,0.060055209,1.801284566,0.060055209,0.088734847,0.019294911,0.117710341,0.416413116,0.277970645
 03/10  07:00:00,2.954523939,0,1.474467859,0,0.050854845,1.525322704,0.050854845,0.139440432,0.030320577,0.179260421,0.481124407,0.578625399
 03/10  08:00:00,2.867588627,0,1.035244383,0,0.035702957,1.07094734,0.035702957,0.247189951,0.053750117,0.268546904,0.511230729,0.657993586
 03/10  09:00:00,2.455965853,0,0.764869688,0,0.026372496,0.791242183,0.026372496,0.196484282,0.042724448,0.340169937,0.432216052,0.632698951
 03/10  10:00:00,2.06025045,0,0.554358527,0,0.019106639,0.573465165,0.019106639,0.101411253,0.022051326,0.411860013,0.367850811,0.563181882
 03/10  11:00:00,1.483291377,0,0,0.061416744,0.014434628,0.075851372,0.014434628,0.082396643,0.017916703,0.428929376,0.376502053,0.481265229
 03/10  12:00:00,1.754671668,0,0,0.329649271,0.073077486,0.402726757,0.073077486,0.082396643,0.017916703,0.446683152,0.376617403,0.40790101
 03/10  13:00:00,1.941752112,0,0,0.54483279,0.118195955,0.663028745,0.118195955,0.082396643,0.017916703,0.436348173,0.370273159,0.351358689
 03/10  14:00:00,2.300322033,0,0,0.891890913,0.186819105,1.078710018,0.186819105,0.082396643,0.017916703,0.398479236,0.383076997,0.319312435
 03/10  15:00:00,2.531573886,0,0,1.113237229,0.23617745,1.349414679,0.23617745,0.082396643,0.017916703,0.368956064,0.404647427,0.28781237
 03/10  16:00:00,2.755262478,0,0,1.256349156,0.263233169,1.519582324,0.263233169,0.09507305,0.020673118,0.379202089,0.427140656,0.293161241
 03/10  17:00:00,2.942929634,0,0,1.212700389,0.260068617,1.472769005,0.260068617,0.145778717,0.03169878,0.434486733,0.505232534,0.332533864
 03/10  18:00:00,3.242613393,0,0,1.058071621,0.242209338,1.300280958,0.242209338,0.291557331,0.06339756,0.534863171,0.613776784,0.418307589
 03/10  19:00:00,3.66219758,0,0,1.030418176,0.242265357,1.272683532,0.242265357,0.564100118,0.122660511,0.487108527,0.666376336,0.498838555
 03/10  20:00:00,3.85060723,0,0,0.97122852,0.232136363,1.203364883,0.232136363,0.842981085,0.183301665,0.398717754,0.687831416,0.513980426
 03/10  21:00:00,3.721016152,0,0,0.854186756,0.207482878,1.061669633,0.207482878,0.906363118,0.197083716,0.355651437,0.711478144,0.468340104
 03/10  22:00:00,3.287807581,0,0,0.721327019,0.176269334,0.897596354,0.176269334,0.760584401,0.165384936,0.33626221,0.69486776,0.412681921
 03/10  23:00:00,2.534135536,0,0,0.495297396,0.121799368,0.617096764,0.121799368,0.5704383,0.124038714,0.274933291,0.601318996,0.32587947
 03/10  24:00:00,1.769624339,0,0,0.254024949,0.062452131,0.316477081,0.062452131,0.399306749,0.0868271,0.191739927,0.522535018,0.232308464
 03/11  01:00:00,1.050895798,0,0,0.056522486,0.013897808,0.070420294,0.013897808,0.202822464,0.044102651,0.140991002,0.432216052,0.139913335
 03/11  02:00:00,1.144389037,0,0.356176931,0,0.012197461,0.368374392,0.012197461,0.120425883,0.026185946,0.120710905,0.397957133,0.090304778
 03/11  03:00:00,1.554240616,0,0.829391473,0,0.028490761,0.857882234,0.028490761,0.082396643,0.017916703,0.104419238,0.393343138,0.07785266
 03/11  04:00:00,1.918109716,0,1.192798002,0,0.041043941,1.233841943,0.041043941,0.082396643,0.017916703,0.093718188,0.387806343,0.081999895
 03/11  05:00:00,2.383931062,0,1.605428711,0,0.055294155,1.660722866,0.055294155,0.082396643,0.017916703,0.106456024,0.373156906,0.122851919
 03/11  06:00:00,2.661425634,0,1.639402778,0,0.056478695,1.695881474,0.056478695,0.088734847,0.019294911,0.122489815,0.416413116,0.298181472
 03/11  07:00:00,3.040880221,0,1.500132385,0,0.051681237,1.551813622,0.051681237,0.139440432,0.030320577,0.191656852,0.481124407,0.626094332
 03/11  08:00:00,2.403123152,0,0.507506896,0,0.017480105,0.524987001,0.017480105,0.247189951,0.053750117,0.29323516,0.511230729,0.714800195
 03/11  09:00:00,1.815495528,0,0,0.044263466,0.010469616,0.054733082,0.010469616,0.196484282,0.042724448,0.378013455,0.432216052,0.690894209
 03/11  10:00:00,1.810629152,0,0,0.178968208,0.040416869,0.219385078,0.040416869,0.101411253,0.022051326,0.464396247,0.367850811,0.615104437
 03/11  11:00:00,2.058751139,0,0,0.451125051,0.096512974,0.547638024,0.096512974,0.082396643,0.017916703,0.488331644,0.376502053,0.525536072
 03/11  12:00:00,2.244397095,0,0,0.654832279,0.138650892,0.793483171,0.138650892,0.082396643,0.017916703,0.507920037,0.376617403,0.445633138
 03/11  13:00:00,2.476609521,0,0,0.919191143,0.190165289,1.109356432,0.190165289,0.082396643,0.017916703,0.492127096,0.370273159,0.384109488
 03/11  14:00:00,2.703806396,0,0,1.162679309,0.240544497,1.403223805,0.240544497,0.082396643,0.017916703,0.44933194,0.383076997,0.347430306
 03/11  15:00:00,2.914346554,0,0,1.376358822,0.284782254,1.661141076,0.284782254,0.082396643,0.017916703,0.414602565,0.404647427,0.31321214
 03/11  16:00:00,3.039716725,0,0,1.435498221,0.300225411,1.735723632,0.300225411,0.09507305,0.020673118,0.422437557,0.427140656,0.318238711
 03/11  17:00:00,3.054592273,0,0,1.237150497,0.273783479,1.510933976,0.273783479,0.145778717,0.03169878,0.476390972,0.505232534,0.364127294
 03/11  18:00:00,3.383016369,0,0,1.106187474,0.254656206,1.36084368,0.254656206,0.291557331,0.06339756,0.576107089,0.613776784,0.456903925
 03/11  19:00:00,3.863107681,0,0,1.121949379,0.260792784,1.382742163,0.260792784,0.564100118,0.122660511,0.527137229,0.666376336,0.549661325
 03/11  20:00:00,4.049927185,0,0,1.055904443,0.24963128,1.305535723,0.24963128,0.842981085,0.183301665,0.438669968,0.687831416,0.571177328
 03/11  21:00:00,3.952811695,0,0,0.96810911,0.23051431,1.19862342,0.23051431,0.906363118,0.197083716,0.396316036,0.711478144,0.522517261
 03/11  22:00:00,3.400844314,0,0,0.742238982,0.1817576,0.923996582,0.1817576,0.760584401,0.165384936,0.377803543,0.69486776,0.457777092
 03/11  23:00:00,2.696005817,0,0,0.571072177,0.139844142,0.710916319,0.139844142,0.5704383,0.124038714,0.307942038,0.601318996,0.36092145
 03/11  24:00:00,1.910635374,0,0,0.335592439,0.082177685,0.417770124,0.082177685,0.399306749,0.0868271,0.209863913,0.522535018,0.253902469
 03/12  01:00:00,1.053047317,0,0,0.059332516,0.014534604,0.07386712,0.014534604,0.202822464,0.044102651,0.140991002,0.432216052,0.138618028
 03/12  02:00:00,1.070169862,0,0.285836403,0,0.00976657,0.295602973,0.00976657,0.120425883,0.026185946,0.120710905,0.397957133,0.088857022
 03/12  03:00:00,1.609578965,0,0.884237823,0,0.030341725,0.914579548,0.030341725,0.082396643,0.017916703,0.104419238,0.393343138,0.076493695
 03/12  04:00:00,1.855316922,0,1.133258681,0,0.03896213,1.172220812,0.03896213,0.082396643,0.017916703,0.093718188,0.387806343,0.080828233
 03/12  05:00:00,2.329214968,0,1.553805874,0,0.053484892,1.607290766,0.053484892,0.082396643,0.017916703,0.106456024,0.373156906,0.121567926
 03/12  06:00:00,2.49567997,0,1.481041218,0,0.050994436,1.532035653,0.050994436,0.088734847,0.019294911,0.122489815,0.416413116,0.296281628
 03/12  07:00:00,2.818765475,0,1.288430342,0,0.044370599,1.332800941,0.044370599,0.139440432,0.030320577,0.191656852,0.481124407,0.622992266
 03/12  08:00:00,2.285742219,0,0.397184356,0,0.013670683,0.410855039,0.013670683,0.247189951,0.053750117,0.29323516,0.511230729,0.711551224
 03/12  09:00:00,1.778849355,0,0,0.016784958,0.004022686,0.020807644,0.004022686,0.196484282,0.042724448,0.378013455,0.432216052,0.688173474
 03/12  10:00:00,1.872134188,0,0,0.231935515,0.051253384,0.283188899,0.051253384,0.101411253,0.022051326,0.464396247,0.367850811,0.612805651
 03/12  11:00:00,2.035452746,0,0,0.432163591,0.094388556,0.526552147,0.094388556,0.082396643,0.017916703,0.488331644,0.376502053,0.523323555
