Date/Time,Electricity:Facility [J](Hourly),Gas:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),HVACFan:Fans:Electricity [J](Hourly),Electricity:HVAC [J](Hourly),Fans:Electricity [J](Hourly),General:InteriorLights:Electricity [J](Hourly),General:ExteriorLights:Electricity [J](Hourly),Appl:InteriorEquipment:Electricity [J](Hourly),Misc:InteriorEquipment:Electricity [J](Hourly),Water Heater:WaterSystems:Electricity [J](Hourly) 
 02/27  04:00:00,3.889799634,0,3.058249076,0,0.105946455,3.164195531,0.105946455,0.082575628,0.017955623,0.074630624,0.444465117,0.085547111
 02/27  05:00:00,4.386422074,0,3.506412508,0,0.121497905,3.627910413,0.121497905,0.082575628,0.017955623,0.086725629,0.427675388,0.123149394
 02/27  06:00:00,4.969205485,0,3.837723951,0,0.133002624,3.970726575,0.133002624,0.090082504,0.019587951,0.101695789,0.47725136,0.289431306
 02/27  07:00:00,5.522850716,0,3.84457238,0,0.133248163,3.977820543,0.133248163,0.172658101,0.037543576,0.164953024,0.551417015,0.598028458
 02/27  08:00:00,4.604972028,0,2.517342191,0,0.087324686,2.604666877,0.087324686,0.345316305,0.075087153,0.256266806,0.585921892,0.679782996
 02/27  09:00:00,3.146103373,0,1.231435849,0,0.042740954,1.274176803,0.042740954,0.307781878,0.066925498,0.32807276,0.495363116,0.653353319
 02/27  10:00:00,2.085657552,0,0.464361715,0,0.016112805,0.480474521,0.016112805,0.150137507,0.032646597,0.39984522,0.421594069,0.580529639
 02/27  11:00:00,1.540740328,0,0,0.024312231,0.006019025,0.030331257,0.006019025,0.120110046,0.026117268,0.416649278,0.431509263,0.495593215
 02/27  12:00:00,1.793685839,0,0,0.273115732,0.065749598,0.33886533,0.065749598,0.120110046,0.026117268,0.435603745,0.431641466,0.420917984
 02/27  13:00:00,1.952444729,0,0,0.463139525,0.10929036,0.572429884,0.10929036,0.120110046,0.026117268,0.425499081,0.424370323,0.363488126
 02/27  14:00:00,2.180095031,0,0,0.696881841,0.160981562,0.857863403,0.160981562,0.120110046,0.026117268,0.385828258,0.439044811,0.330701244
 02/27  15:00:00,2.398024338,0,0,0.896741289,0.207158881,1.10390017,0.207158881,0.12761691,0.027749595,0.356219499,0.463766696,0.298341469
 02/27  16:00:00,2.573133973,0,0,0.983481327,0.224958924,1.208440252,0.224958924,0.150137507,0.032646597,0.368352996,0.489546201,0.303580419
 02/27  17:00:00,2.744094344,0,0,0.878555399,0.209785395,1.088340793,0.209785395,0.232713124,0.050602211,0.428525391,0.579047357,0.344435469
 02/27  18:00:00,3.046589388,0,0,0.642171078,0.162817397,0.804988475,0.162817397,0.450412518,0.097939768,0.536662433,0.703449997,0.432706198
 02/27  19:00:00,3.54297565,0,0,0.629960649,0.159577209,0.789537858,0.159577209,0.773208125,0.168129919,0.482568445,0.763734379,0.515366923
 02/27  20:00:00,3.581452194,0,0,0.518661997,0.131240398,0.649902395,0.131240398,0.990907519,0.215467477,0.385264674,0.788324061,0.531156068
 02/27  21:00:00,3.20773526,0,0,0.338621411,0.085634895,0.424256306,0.085634895,0.923345632,0.200776493,0.338691015,0.815425593,0.484810221
 02/27  22:00:00,2.771030429,0,0,0.220560131,0.055740328,0.27630046,0.055740328,0.765701261,0.166497592,0.317921379,0.796388419,0.427791318
 02/27  23:00:00,2.356554262,0,0.345725799,0,0.011897692,0.357623491,0.011897692,0.570522564,0.124057037,0.25600041,0.689172117,0.338748643
 02/27  24:00:00,2.694843084,0,1.13585123,0,0.039185247,1.175036477,0.039185247,0.397864359,0.086513461,0.173358246,0.598877746,0.242762796
 02/28  01:00:00,2.458621304,0,1.393926129,0,0.048153966,1.442080095,0.048153966,0.202685665,0.044072882,0.115036453,0.495363116,0.138953093
 02/28  02:00:00,2.584543979,0,1.712592993,0,0.059219497,1.77181249,0.059219497,0.120110046,0.026117268,0.098242269,0.456098945,0.09173296
 02/28  03:00:00,3.033125207,0,2.221194761,0,0.076837082,2.298031842,0.076837082,0.082575628,0.017955623,0.083324399,0.450810842,0.079996873
 02/28  04:00:00,3.478250034,0,2.661984119,0,0.092098049,2.754082168,0.092098049,0.082575628,0.017955623,0.074630624,0.444465117,0.084110874
 02/28  05:00:00,3.623013101,0,2.770287522,0,0.095849716,2.866137238,0.095849716,0.082575628,0.017955623,0.086725629,0.427675388,0.121513596
 02/28  06:00:00,4.014854716,0,2.91793154,0,0.100984474,3.018916014,0.100984474,0.090082504,0.019587951,0.101695789,0.47725136,0.286891098
 02/28  07:00:00,4.828570441,0,3.17676572,0,0.109960935,3.286726655,0.109960935,0.172658101,0.037543576,0.164953024,0.551417015,0.59484207
 02/28  08:00:00,4.295793941,0,2.222003267,0,0.076931261,2.298934528,0.076931261,0.345316305,0.075087153,0.256266806,0.585921892,0.676337258
 02/28  09:00:00,3.551630675,0,1.625948118,0,0.056305012,1.68225313,0.056305012,0.307781878,0.066925498,0.32807276,0.495363116,0.650804294
 02/28  10:00:00,2.111019684,0,0.491049424,0,0.017002446,0.50805187,0.017002446,0.150137507,0.032646597,0.39984522,0.421594069,0.578314421
 02/28  11:00:00,1.774325006,0,0.256028141,0,0.008861985,0.264890126,0.008861985,0.120110046,0.026117268,0.416649278,0.431509263,0.494619024
 02/28  12:00:00,1.630406104,0,0,0.141364089,0.03415599,0.175520079,0.03415599,0.120110046,0.026117268,0.435603745,0.431641466,0.420983501
 02/28  13:00:00,1.804399334,0,0,0.344075239,0.079977701,0.424052941,0.079977701,0.120110046,0.026117268,0.425499081,0.424370323,0.363819676
 02/28  14:00:00,1.891663616,0,0,0.459440713,0.108973871,0.568414583,0.108973871,0.120110046,0.026117268,0.385828258,0.439044811,0.331718649
 02/28  15:00:00,1.965500825,0,0,0.542989178,0.127444432,0.670433609,0.127444432,0.12761691,0.027749595,0.356219499,0.463766696,0.299284516
 02/28  16:00:00,2.108733179,0,0,0.599559968,0.143500555,0.743060523,0.143500555,0.150137507,0.032646597,0.368352996,0.489546201,0.304559354
 02/28  17:00:00,2.406007552,0,0,0.603715322,0.145985344,0.749700665,0.145985344,0.232713124,0.050602211,0.428525391,0.579047357,0.344988804
 02/28  18:00:00,2.776298129,0,0,0.427458578,0.107570322,0.5350289,0.107570322,0.450412518,0.097939768,0.536662433,0.703449997,0.432374513
 02/28  19:00:00,3.227645558,0,0,0.379212695,0.095394095,0.47460679,0.095394095,0.773208125,0.168129919,0.482568445,0.763734379,0.5149679
 02/28  20:00:00,3.459785389,0,0,0.42336442,0.106472191,0.529836611,0.106472191,0.990907519,0.215467477,0.385264674,0.788324061,0.529555045
 02/28  21:00:00,3.199237999,0,0,0.334030029,0.083984046,0.418014075,0.083984046,0.923345632,0.200776493,0.338691015,0.815425593,0.482555191
 02/28  22:00:00,2.75893735,0,0,0.2128969,0.053501888,0.266398788,0.053501888,0.765701261,0.166497592,0.317921379,0.796388419,0.42559991
 02/28  23:00:00,2.05619974,0,0,0.04789757,0.012036849,0.059934419,0.012036849,0.570522564,0.124057037,0.25600041,0.689172117,0.336083194
 02/28  24:00:00,1.925187392,0,0.394470501,0,0.013576286,0.408046787,0.013576286,0.397864359,0.086513461,0.173358246,0.598877746,0.240096794
 03/01  01:00:00,2.004221862,0,1.00014586,0,0.034496025,1.034641885,0.034496025,0.202822464,0.044102651,0.133321705,0.432216052,0.136687105
 03/01  02:00:00,2.311097276,0,1.48843348,0,0.051391482,1.539824962,0.051391482,0.120425883,0.026185946,0.116106044,0.397957133,0.090167308
 03/01  03:00:00,2.737217566,0,1.975001579,0,0.068240366,2.043241945,0.068240366,0.082396643,0.017916703,0.101372793,0.393343138,0.078516344
 03/01  04:00:00,3.238954349,0,2.470068821,0,0.085361133,2.555429953,0.085361133,0.082396643,0.017916703,0.092125217,0.387806343,0.08284949
 03/01  05:00:00,3.826517167,0,3.005027444,0,0.103871075,3.108898519,0.103871075,0.082396643,0.017916703,0.103339676,0.373156906,0.120378719
 03/01  06:00:00,4.128688134,0,3.074297564,0,0.106286761,3.180584325,0.106286761,0.088734847,0.019294911,0.117710341,0.416413116,0.285520595
 03/01  07:00:00,4.443962313,0,2.900150537,0,0.100280396,3.000430933,0.100280396,0.139440432,0.030320577,0.179260421,0.481124407,0.592955543
 03/01  08:00:00,4.266243456,0,2.37123751,0,0.08202542,2.453262929,0.08202542,0.247189951,0.053750117,0.268546904,0.511230729,0.674332826
 03/01  09:00:00,3.585957311,0,1.841147783,0,0.063685073,1.904832856,0.063685073,0.196484282,0.042724448,0.340169937,0.432216052,0.649099735
 03/01  10:00:00,2.6560362,0,1.116026992,0,0.038594159,1.154621151,0.038594159,0.101411253,0.022051326,0.411860013,0.367850811,0.577811646
 03/01  11:00:00,2.228286177,0,0.780160471,0,0.026969186,0.807129657,0.026969186,0.082396643,0.017916703,0.428929376,0.376502053,0.494981744
 03/01  12:00:00,1.439282211,0,0.071251108,0,0.002461385,0.073712493,0.002461385,0.082396643,0.017916703,0.446683152,0.376617403,0.421525817
 03/01  13:00:00,1.294193498,0,0,0.001490085,0.000366862,0.001856947,0.000366862,0.082396643,0.017916703,0.436348173,0.370273159,0.364971873
 03/01  14:00:00,1.415022231,0,0,0.144858725,0.035371418,0.180230144,0.035371418,0.082396643,0.017916703,0.398479236,0.383076997,0.332492508
 03/01  15:00:00,1.419928493,0,0,0.181802087,0.043671913,0.225474,0.043671913,0.082396643,0.017916703,0.368956064,0.404647427,0.300107655
 03/01  16:00:00,1.472847036,0,0,0.181075396,0.044228737,0.225304133,0.044228737,0.09507305,0.020673118,0.379202089,0.427140656,0.305023989
 03/01  17:00:00,1.764511264,0,0,0.225924801,0.055648546,0.281573347,0.055648546,0.145778717,0.03169878,0.434486733,0.505232534,0.345311152
 03/01  18:00:00,2.124937813,0,0,0.135060892,0.033726427,0.168787319,0.033726427,0.291557331,0.06339756,0.534863171,0.613776784,0.432125648
 03/01  19:00:00,2.46225685,0,0,0.045672343,0.011407688,0.057080032,0.011407688,0.564100118,0.122660511,0.487108527,0.666376336,0.514501326
 03/01  20:00:00,2.727258955,0,0.061719182,0,0.00212335,0.063842531,0.00212335,0.842981085,0.183301665,0.398717754,0.687831416,0.530154502
 03/01  21:00:00,2.680264545,0,0,0.005080138,0.001268933,0.006349071,0.001268933,0.906363118,0.197083716,0.355651437,0.711478144,0.482909058
 03/01  22:00:00,2.580506377,0,0.171141803,0,0.005891793,0.177033596,0.005891793,0.760584401,0.165384936,0.33626221,0.69486776,0.425943475
 03/01  23:00:00,2.420711091,0,0.476607471,0,0.016426337,0.493033808,0.016426337,0.5704383,0.124038714,0.274933291,0.601318996,0.336517981
 03/01  24:00:00,2.160380571,0,0.676038147,0,0.023317068,0.699355215,0.023317068,0.399306749,0.0868271,0.191739927,0.522535018,0.240186562
 03/02  01:00:00,1.895253245,0,0.894805361,0,0.030873975,0.925679336,0.030873975,0.202822464,0.044102651,0.133321705,0.432216052,0.136681037
 03/02  02:00:00,1.960964387,0,1.150859239,0,0.03972522,1.190584459,0.03972522,0.120425883,0.026185946,0.116106044,0.397957133,0.089274922
 03/02  03:00:00,2.175942992,0,1.433966185,0,0.04950755,1.483473735,0.04950755,0.082396643,0.017916703,0.101372793,0.393343138,0.077009979
 03/02  04:00:00,2.354683722,0,1.617381526,0,0.055843425,1.673224951,0.055843425,0.082396643,0.017916703,0.092125217,0.387806343,0.080783866
 03/02  05:00:00,2.600473579,0,1.822290033,0,0.062915452,1.885205485,0.062915452,0.082396643,0.017916703,0.103339676,0.373156906,0.118028165
 03/02  06:00:00,2.853255338,0,1.844250316,0,0.06367281,1.907923126,0.06367281,0.088734847,0.019294911,0.117710341,0.416413116,0.282748998
 03/02  07:00:00,3.225713003,0,1.726222865,0,0.059593975,1.78581684,0.059593975,0.139440432,0.030320577,0.179260421,0.481124407,0.589320327
 03/02  08:00:00,3.477071583,0,1.611888564,0,0.05564162,1.667530183,0.05564162,0.247189951,0.053750117,0.268546904,0.511230729,0.670893699
 03/02  09:00:00,3.277581814,0,1.545958065,0,0.053356169,1.599314235,0.053356169,0.196484282,0.042724448,0.340169937,0.432216052,0.64624286
 03/02  10:00:00,2.987861154,0,1.43822778,0,0.049628206,1.487855987,0.049628206,0.101411253,0.022051326,0.411860013,0.367850811,0.576401765
 03/02  11:00:00,2.803560392,0,1.335962999,0,0.046091804,1.382054803,0.046091804,0.082396643,0.017916703,0.428929376,0.376502053,0.495330813
 03/02  12:00:00,2.029402708,0,0.640473355,0,0.022086392,0.662559747,0.022086392,0.082396643,0.017916703,0.446683152,0.376617403,0.422799059
 03/02  13:00:00,2.235181376,0,0.908859775,0,0.031342168,0.940201943,0.031342168,0.082396643,0.017916703,0.436348173,0.370273159,0.367614755
 03/02  14:00:00,2.231326401,0,0.960302513,0,0.033113042,0.993415555,0.033113042,0.082396643,0.017916703,0.398479236,0.383076997,0.335611266
 03/02  15:00:00,1.978383382,0,0.754756435,0,0.026017724,0.780774159,0.026017724,0.082396643,0.017916703,0.368956064,0.404647427,0.303262386
 03/02  16:00:00,1.82256673,0,0.553190189,0,0.019064648,0.572254837,0.019064648,0.09507305,0.020673118,0.379202089,0.427140656,0.30779298
 03/02  17:00:00,2.920122242,0,1.386758617,0,0.04779952,1.434558137,0.04779952,0.145778717,0.03169878,0.434486733,0.505232534,0.34793734
 03/02  18:00:00,3.782366679,0,1.762377525,0,0.060729778,1.823107304,0.060729778,0.291557331,0.06339756,0.534863171,0.613776784,0.435234529
 03/02  19:00:00,4.176453529,0,1.709930538,0,0.058938468,1.768869006,0.058938468,0.564100118,0.122660511,0.487108527,0.666376336,0.516909031
 03/02  20:00:00,4.651913064,0,1.920580033,0,0.066210823,1.986790856,0.066210823,0.842981085,0.183301665,0.398717754,0.687831416,0.531860287
 03/02  21:00:00,4.639719049,0,1.89870959,0,0.06545891,1.9641685,0.06545891,0.906363118,0.197083716,0.355651437,0.711478144,0.484544134
 03/02  22:00:00,4.676520117,0,2.195562629,0,0.075703137,2.271265766,0.075703137,0.760584401,0.165384936,0.33626221,0.69486776,0.427725044
 03/02  23:00:00,4.884297203,0,2.855978419,0,0.098484307,2.954462726,0.098484307,0.5704383,0.124038714,0.274933291,0.601318996,0.338675175
 03/02  24:00:00,4.603355724,0,3.035226787,0,0.104676842,3.139903629,0.104676842,0.399306749,0.0868271,0.191739927,0.522535018,0.242613301
 03/03  01:00:00,4.677959554,0,3.58170402,0,0.12355793,3.70526195,0.12355793,0.202822464,0.044102651,0.133321705,0.432216052,0.139804732
 03/03  02:00:00,4.889621354,0,3.97831166,0,0.137278054,4.115589715,0.137278054,0.120425883,0.026185946,0.116106044,0.397957133,0.092926633
 03/03  03:00:00,4.95844608,0,4.120155484,0,0.142191896,4.262347379,0.142191896,0.082396643,0.017916703,0.101372793,0.393343138,0.080639424
 03/03  04:00:00,5.205135629,0,4.369156254,0,0.15084495,4.520001204,0.15084495,0.082396643,0.017916703,0.092125217,0.387806343,0.084459519
 03/03  05:00:00,5.151401666,0,4.284570855,0,0.147957488,4.432528343,0.147957488,0.082396643,0.017916703,0.103339676,0.373156906,0.121633394
 03/03  06:00:00,5.489504547,0,4.389294532,0,0.151610514,4.540905046,0.151610514,0.088734847,0.019294911,0.117710341,0.416413116,0.286016286
 03/03  07:00:00,5.739613569,0,4.153673016,0,0.143494875,4.297167891,0.143494875,0.139440432,0.030320577,0.179260421,0.481124407,0.591869841
 03/03  08:00:00,5.355748412,0,3.425603531,0,0.118384944,3.543988475,0.118384944,0.247189951,0.053750117,0.268546904,0.511230729,0.673112236
 03/03  09:00:00,4.539230389,0,2.764028519,0,0.095532059,2.859560578,0.095532059,0.196484282,0.042724448,0.340169937,0.432216052,0.647645092
 03/03  10:00:00,3.869476781,0,2.290499721,0,0.079151297,2.369651018,0.079151297,0.101411253,0.022051326,0.411860013,0.367850811,0.57622236
 03/03  11:00:00,3.407341362,0,1.92125317,0,0.066377791,1.987630961,0.066377791,0.082396643,0.017916703,0.428929376,0.376502053,0.493535625
 03/03  12:00:00,2.745395529,0,1.333831157,0,0.046078317,1.379909474,0.046078317,0.082396643,0.017916703,0.446683152,0.376617403,0.421442153
 03/03  13:00:00,2.335408407,0,1.0069432,0,0.034780497,1.041723698,0.034780497,0.082396643,0.017916703,0.436348173,0.370273159,0.366320031
 03/03  14:00:00,2.033556673,0,0.770165158,0,0.026596562,0.79676172,0.026596562,0.082396643,0.017916703,0.398479236,0.383076997,0.334495374
 03/03  15:00:00,1.740446953,0,0.525861906,0,0.01815698,0.544018886,0.01815698,0.082396643,0.017916703,0.368956064,0.404647427,0.30208123
 03/03  16:00:00,1.506222274,0,0.248184933,0,0.008566267,0.2567512,0.008566267,0.09507305,0.020673118,0.379202089,0.427140656,0.306952161
 03/03  17:00:00,1.678438248,0,0.187174269,0,0.006459541,0.19363381,0.006459541,0.145778717,0.03169878,0.434486733,0.505232534,0.347177673
 03/03  18:00:00,2.842027583,0,0.854713866,0,0.02951055,0.884224416,0.02951055,0.291557331,0.06339756,0.534863171,0.613776784,0.433778321
 03/03  19:00:00,3.216456817,0,0.782933918,0,0.027028269,0.809962187,0.027028269,0.564100118,0.122660511,0.487108527,0.666376336,0.515819137
 03/03  20:00:00,3.581356218,0,0.886444203,0,0.030616511,0.917060714,0.030616511,0.842981085,0.183301665,0.398717754,0.687831416,0.531033583
 03/03  21:00:00,3.948130401,0,1.230187072,0,0.042501779,1.27268885,0.042501779,0.906363118,0.197083716,0.355651437,0.711478144,0.484435135
 03/03  22:00:00,4.158623874,0,1.694787996,0,0.058569042,1.753357037,0.058569042,0.760584401,0.165384936,0.33626221,0.69486776,0.42773753
 03/03  23:00:00,4.407265186,0,2.394032063,0,0.082762239,2.476794302,0.082762239,0.5704383,0.124038714,0.274933291,0.601318996,0.339311583
 03/03  24:00:00,5.027025313,0,3.442962105,0,0.119068236,3.562030341,0.119068236,0.399306749,0.0868271,0.191739927,0.522535018,0.244156177
 03/04  01:00:00,5.044422474,0,3.918110861,0,0.135555421,4.053666282,0.135555421,0.202822464,0.044102651,0.140991002,0.432216052,0.150194023
 03/04  02:00:00,5.059357897,0,4.131465755,0,0.143009113,4.274474868,0.143009113,0.120425883,0.026185946,0.120710905,0.397957133,0.099173162
 03/04  03:00:00,5.810488813,0,4.934782185,0,0.170873247,5.105655432,0.170873247,0.082396643,0.017916703,0.104419238,0.393343138,0.086327659
 03/04  04:00:00,6.273300401,0,5.393211022,0,0.186794691,5.580005713,0.186794691,0.082396643,0.017916703,0.093718188,0.387806343,0.09102681
 03/04  05:00:00,6.595381484,0,5.666621262,0,0.196350386,5.862971648,0.196350386,0.082396643,0.017916703,0.106456024,0.373156906,0.132053558
 03/04  06:00:00,7.533685795,0,6.33563509,0,0.219599121,6.555234211,0.219599121,0.088734847,0.019294911,0.122489815,0.416413116,0.311088896
 03/04  07:00:00,8.570878651,0,6.826512478,0,0.236665111,7.063177589,0.236665111,0.139440432,0.030320577,0.191656852,0.481124407,0.644728794
 03/04  08:00:00,5.826977195,0,3.796388639,0,0.131875143,3.928263781,0.131875143,0.247189951,0.053750117,0.29323516,0.511230729,0.735377458
 03/04  09:00:00,4.628709458,0,2.752795914,0,0.095646206,2.848442121,0.095646206,0.196484282,0.042724448,0.378013455,0.432216052,0.710399101
 03/04  10:00:00,3.603181818,0,1.928025808,0,0.066903902,1.994929709,0.066903902,0.101411253,0.022051326,0.464396247,0.367850811,0.632112471
 03/04  11:00:00,3.207015436,0,1.625523606,0,0.056354621,1.681878226,0.056354621,0.082396643,0.017916703,0.488331644,0.376502053,0.539560167
 03/04  12:00:00,2.32758678,0,0.835222192,0,0.028945153,0.864167345,0.028945153,0.082396643,0.017916703,0.507920037,0.376617403,0.458138648
 03/04  13:00:00,1.700214352,0,0.309669455,0,0.010730583,0.320400038,0.010730583,0.082396643,0.017916703,0.492127096,0.370273159,0.396670712
 03/04  14:00:00,1.412954917,0,0,0.079552422,0.020237628,0.09979005,0.020237628,0.082396643,0.017916703,0.44933194,0.383076997,0.360012583
 03/04  15:00:00,1.585405972,0,0,0.255567246,0.064544612,0.320111858,0.064544612,0.082396643,0.017916703,0.414602565,0.404647427,0.325300775
 03/04  16:00:00,1.722091081,0,0,0.322990108,0.082281627,0.405271735,0.082281627,0.09507305,0.020673118,0.422437557,0.427140656,0.331064965
 03/04  17:00:00,1.914123235,0,0,0.283852401,0.072344391,0.356196792,0.072344391,0.145778717,0.03169878,0.476390972,0.505232534,0.378395439
 03/04  18:00:00,2.079841035,0,0,0.03293396,0.008405032,0.041338992,0.008405032,0.291557331,0.06339756,0.576107089,0.613776784,0.473233278
 03/04  19:00:00,2.863989602,0,0.353079991,0,0.01217041,0.365250402,0.01217041,0.564100118,0.122660511,0.527137229,0.666376336,0.568035007
 03/04  20:00:00,3.228479329,0,0.449454059,0,0.015517995,0.464972054,0.015517995,0.842981085,0.183301665,0.438669968,0.687831416,0.590293141
 03/04  21:00:00,3.944824713,0,1.132802832,0,0.039181301,1.171984132,0.039181301,0.906363118,0.197083716,0.396316036,0.711478144,0.541169567
 03/04  22:00:00,4.037393239,0,1.491465302,0,0.051626428,1.54309173,0.051626428,0.760584401,0.165384936,0.377803543,0.69486776,0.475230869
 03/04  23:00:00,4.078352029,0,2.007815812,0,0.069554347,2.077370159,0.069554347,0.5704383,0.124038714,0.307942038,0.601318996,0.376813822
 03/04  24:00:00,4.122400757,0,2.528589209,0,0.08761146,2.61620067,0.08761146,0.399306749,0.0868271,0.209863913,0.522535018,0.267237307
 03/05  01:00:00,4.352385606,0,3.249159813,0,0.112610323,3.361770137,0.112610323,0.202822464,0.044102651,0.140991002,0.432216052,0.150053301
 03/05  02:00:00,4.604499069,0,3.691861368,0,0.127985427,3.819846795,0.127985427,0.120425883,0.026185946,0.120710905,0.397957133,0.098942407
 03/05  03:00:00,4.725495247,0,3.886477956,0,0.134773063,4.021251019,0.134773063,0.082396643,0.017916703,0.104419238,0.393343138,0.085738506
 03/05  04:00:00,5.317257507,0,4.469872428,0,0.155047617,4.624920045,0.155047617,0.082396643,0.017916703,0.093718188,0.387806343,0.090069585
 03/05  05:00:00,5.980030866,0,5.072181984,0,0.175956834,5.248138818,0.175956834,0.082396643,0.017916703,0.106456024,0.373156906,0.13153577
 03/05  06:00:00,7.123311935,0,5.939906598,0,0.206111124,6.146017722,0.206111124,0.088734847,0.019294911,0.122489815,0.416413116,0.309931524
 03/05  07:00:00,7.914530622,0,6.193677113,0,0.214974978,6.408652091,0.214974978,0.139440432,0.030320577,0.191656852,0.481124407,0.642906264
 03/05  08:00:00,5.573239642,0,3.552944387,0,0.123555842,3.676500229,0.123555842,0.247189951,0.053750117,0.29323516,0.511230729,0.733403457
 03/05  09:00:00,4.015950003,0,2.162161335,0,0.075229417,2.237390752,0.075229417,0.196484282,0.042724448,0.378013455,0.432216052,0.708691014
 03/05  10:00:00,2.933987811,0,1.282553383,0,0.044574886,1.327128268,0.044574886,0.101411253,0.022051326,0.464396247,0.367850811,0.630719906
 03/05  11:00:00,2.282817689,0,0.73379203,0,0.025477264,0.759269294,0.025477264,0.082396643,0.017916703,0.488331644,0.376502053,0.537971352
 03/05  12:00:00,1.550036701,0,0.085924892,0,0.002982299,0.088907191,0.002982299,0.082396643,0.017916703,0.507920037,0.376617403,0.455848723
 03/05  13:00:00,1.520396108,0,0,0.114600441,0.02855339,0.143153831,0.02855339,0.082396643,0.017916703,0.492127096,0.370273159,0.394098675
 03/05  14:00:00,1.705234867,0,0,0.317086143,0.077617651,0.394703794,0.077617651,0.082396643,0.017916703,0.44933194,0.383076997,0.357378789
 03/05  15:00:00,1.90906807,0,0,0.520283886,0.12606232,0.646346206,0.12606232,0.082396643,0.017916703,0.414602565,0.404647427,0.322728525
 03/05  16:00:00,2.070911157,0,0,0.609138366,0.147649457,0.756787824,0.147649457,0.09507305,0.020673118,0.422437557,0.427140656,0.328368952
 03/05  17:00:00,2.250478695,0,0,0.556631614,0.138991743,0.695623357,0.138991743,0.145778717,0.03169878,0.476390972,0.505232534,0.375324334
 03/05  18:00:00,2.51772013,0,0,0.38419203,0.098412619,0.482604649,0.098412619,0.291557331,0.06339756,0.576107089,0.613776784,0.469846717
 03/05  19:00:00,2.965986592,0,0,0.375022033,0.096063672,0.471085706,0.096063672,0.564100118,0.122660511,0.527137229,0.666376336,0.564196693
 03/05  20:00:00,2.927837172,0,0,0.133707608,0.034270206,0.167977815,0.034270206,0.842981085,0.183301665,0.438669968,0.687831416,0.586645223
 03/05  21:00:00,2.795190872,0,0,0.020347214,0.00521834,0.025565554,0.00521834,0.906363118,0.197083716,0.396316036,0.711478144,0.537954304
 03/05  22:00:00,3.368786824,0,0.847913152,0,0.029290566,0.877203718,0.029290566,0.760584401,0.165384936,0.377803543,0.69486776,0.472512466
 03/05  23:00:00,3.189774939,0,1.151343819,0,0.039843422,1.191187242,0.039843422,0.5704383,0.124038714,0.307942038,0.601318996,0.374419649
 03/05  24:00:00,3.272061785,0,1.708736487,0,0.059195509,1.767931996,0.059195509,0.399306749,0.0868271,0.209863913,0.522535018,0.265167009
 03/06  01:00:00,3.485285191,0,2.428566374,0,0.084175545,2.512741919,0.084175545,0.202822464,0.044102651,0.133321705,0.432216052,0.139650399
 03/06  02:00:00,3.641950769,0,2.77146472,0,0.09609117,2.86755589,0.09609117,0.120425883,0.026185946,0.116106044,0.397957133,0.093289873
 03/06  03:00:00,4.5285133,0,3.702902869,0,0.128422374,3.831325243,0.128422374,0.082396643,0.017916703,0.101372793,0.393343138,0.08172878
 03/06  04:00:00,4.742587551,0,3.920384097,0,0.135993905,4.056378002,0.135993905,0.082396643,0.017916703,0.092125217,0.387806343,0.085534642
 03/06  05:00:00,5.123026922,0,4.255556838,0,0.147668493,4.40322533,0.147668493,0.082396643,0.017916703,0.103339676,0.373156906,0.122561663
 03/06  06:00:00,5.488603548,0,4.387547564,0,0.152293691,4.539841255,0.152293691,0.088734847,0.019294911,0.117710341,0.416413116,0.286179079
 03/06  07:00:00,5.83759367,0,4.24987825,0,0.147550422,4.397428672,0.147550422,0.139440432,0.030320577,0.179260421,0.481124407,0.589589162
 03/06  08:00:00,4.783855877,0,2.875690277,0,0.099894602,2.975584879,0.099894602,0.247189951,0.053750117,0.268546904,0.511230729,0.669623298
 03/06  09:00:00,3.407304868,0,1.673914734,0,0.058162688,1.732077422,0.058162688,0.196484282,0.042724448,0.340169937,0.432216052,0.643202726
 03/06  10:00:00,2.554011753,0,1.02380909,0,0.035548109,1.0593572,0.035548109,0.101411253,0.022051326,0.411860013,0.367850811,0.571051151
 03/06  11:00:00,1.99247201,0,0.559436185,0,0.019407939,0.578844124,0.019407939,0.082396643,0.017916703,0.428929376,0.376502053,0.48745311
 03/06  12:00:00,1.45901015,0,0,0.08112866,0.019427713,0.100556374,0.019427713,0.082396643,0.017916703,0.446683152,0.376617403,0.414409876
 03/06  13:00:00,1.58336935,0,0,0.241051149,0.056503861,0.29755501,0.056503861,0.082396643,0.017916703,0.436348173,0.370273159,0.358449662
 03/06  14:00:00,1.775107239,0,0,0.443555782,0.10272593,0.546281712,0.10272593,0.082396643,0.017916703,0.398479236,0.383076997,0.326525947
 03/06  15:00:00,1.891926434,0,0,0.571845266,0.131088667,0.702933933,0.131088667,0.082396643,0.017916703,0.368956064,0.404647427,0.294645663
 03/06  16:00:00,2.080059782,0,0,0.680063916,0.157522301,0.837586217,0.157522301,0.09507305,0.020673118,0.379202089,0.427140656,0.299954652
 03/06  17:00:00,2.246014828,0,0,0.620123386,0.148529983,0.768653369,0.148529983,0.145778717,0.03169878,0.434486733,0.505232534,0.339734695
 03/06  18:00:00,2.555121831,0,0,0.483431106,0.121408016,0.604839121,0.121408016,0.291557331,0.06339756,0.534863171,0.613776784,0.426257864
