Date/Time,Electricity:Facility [J](Hourly),Gas:Facility [J](Hourly),Heating:Electricity [J](Hourly),Heating:Gas [J](Hourly),Cooling:Electricity [J](Hourly),HVACFan:Fans:Electricity [J](Hourly),Electricity:HVAC [J](Hourly),Fans:Electricity [J](Hourly),General:InteriorLights:Electricity [J](Hourly),General:ExteriorLights:Electricity [J](Hourly),Appl:InteriorEquipment:Electricity [J](Hourly),Misc:InteriorEquipment:Electricity [J](Hourly) 
 01/06  04:00:00,0.337817089,0.23329773,0,0.044244154,0,0.000873243,0.000873243,0.000873243,0.021492492,0.003589625,0.033177023,0.268862706
 01/06  05:00:00,0.331884879,0.47116226,0,0.233307739,0,0.004604773,0.004604773,0.004604773,0.021492492,0.003589625,0.033669607,0.258706382
 01/06  06:00:00,0.363798145,0.660448854,0,0.225637731,0,0.004453391,0.004453391,0.004453391,0.021492492,0.003589625,0.035745107,0.28869553
 01/06  07:00:00,0.458872734,1.603029603,0,0.787597851,0,0.015544746,0.015544746,0.015544746,0.04943272,0.008256138,0.042257835,0.333559295
 01/06  08:00:00,0.550932184,1.071294134,0,0.138606645,0,0.002735667,0.002735667,0.002735667,0.101014729,0.016871236,0.051056811,0.354431742
 01/06  09:00:00,0.480997371,0.885225145,0,0,0,0,0,0,0.096716233,0.016153312,0.058654261,0.299651565
 01/06  10:00:00,0.384158785,0.795220248,0,0,0,0,0,0,0.04943272,0.008256138,0.061620214,0.255027713
 01/06  11:00:00,0.376266213,0.691492332,0,0,0,0,0,0,0.040835728,0.006820289,0.057762654,0.261025543
 01/06  12:00:00,0.375707927,0.629966298,0,0,0,0,0,0,0.040835728,0.006820289,0.057124397,0.261105514
 01/06  13:00:00,0.372778316,0.585126061,0,0,0,0,0,0,0.040835728,0.006820289,0.058593194,0.256707105
 01/06  14:00:00,0.379809952,0.526998238,0,0,0,0,0,0,0.040835728,0.006820289,0.056748042,0.265583893
 01/06  15:00:00,0.3944517,0.491989511,0,0,0,0,0,0,0.042984989,0.007179249,0.05392698,0.280538481
 01/06  16:00:00,0.425067096,0.527361017,0,0,0,0,0,0,0.053731243,0.008974063,0.056406952,0.296132838
 01/06  17:00:00,0.531289287,0.650556784,0,0,0,0,0,0,0.090268475,0.015076423,0.065849143,0.350273246
 01/06  18:00:00,0.713877652,0.87736881,0,0,0,0,0,0,0.167641434,0.027999077,0.082889127,0.425526015
 01/06  19:00:00,0.87625968,0.89138907,0,0,0,0,0,0,0.249312916,0.041639651,0.083492295,0.461992818
 01/06  20:00:00,0.869991677,0.782464835,0,0,0,0,0,0,0.264357667,0.044152388,0.074792186,0.476867436
 01/06  21:00:00,0.834283748,0.684741637,0,0,0,0,0,0,0.227820435,0.038050024,0.065329786,0.493261503
 01/06  22:00:00,0.773291173,0.605035696,0,0,0,0,0,0,0.191283177,0.031947663,0.058492662,0.48174567
 01/06  23:00:00,0.645058112,0.492208561,0,0,0,0,0,0,0.143999691,0.02405049,0.05029679,0.41688914
 01/06  24:00:00,0.531055591,0.379757832,0,0,0,0,0,0,0.098865467,0.016512276,0.043586942,0.362268906
 01/07  01:00:00,0.412235136,0.448918554,0,0.181764966,0,0.003587478,0.003587478,0.003587478,0.051581982,0.008615098,0.038977013,0.299651565
 01/07  02:00:00,0.363626142,0.522838157,0,0.313382256,0,0.006185197,0.006185197,0.006185197,0.0300895,0.005025476,0.036603809,0.27590016
 01/07  03:00:00,0.349926467,0.583158111,0,0.394316052,0,0.007782579,0.007782579,0.007782579,0.021492492,0.003589625,0.034538454,0.272701317
 01/07  04:00:00,0.352290346,0.966160284,0,0.772490182,0,0.015246567,0.015246567,0.015246567,0.021492492,0.003589625,0.033276956,0.268862706
 01/07  05:00:00,0.344145834,1.092238651,0,0.846376373,0,0.016704852,0.016704852,0.016704852,0.021492492,0.003589625,0.033830483,0.258706382
 01/07  06:00:00,0.379753972,1.478296872,0,1.018857434,0,0.020109095,0.020109095,0.020109095,0.021492492,0.003589625,0.036045231,0.28869553
 01/07  07:00:00,0.462232588,1.799854458,0,0.927411625,0,0.018304237,0.018304237,0.018304237,0.04943272,0.008256138,0.042858198,0.333559295
 01/07  08:00:00,0.558133176,1.444226178,0,0.445474273,0,0.008792284,0.008792284,0.008792284,0.101014729,0.016871236,0.052201185,0.354431742
 01/07  09:00:00,0.482851276,0.951561972,0,0,0,0,0,0,0.096716233,0.016153312,0.060508167,0.299651565
 01/07  10:00:00,0.386304297,0.853554517,0,0,0,0,0,0,0.04943272,0.008256138,0.063765725,0.255027713
 01/07  11:00:00,0.378283314,0.740705655,0,0,0,0,0,0,0.040835728,0.006820289,0.059779755,0.261025543
 01/07  12:00:00,0.377474732,0.669765242,0,0,0,0,0,0,0.040835728,0.006820289,0.058891201,0.261105514
 01/07  13:00:00,0.374344815,0.61867171,0,0,0,0,0,0,0.040835728,0.006820289,0.060159692,0.256707105
 01/07  14:00:00,0.381313514,0.555719214,0,0,0,0,0,0,0.040835728,0.006820289,0.058251604,0.265583893
 01/07  15:00:00,0.395735437,0.518112748,0,0,0,0,0,0,0.042984989,0.007179249,0.055210717,0.280538481
 01/07  16:00:00,0.426270256,0.553766554,0,0,0,0,0,0,0.053731243,0.008974063,0.057610112,0.296132838
 01/07  17:00:00,0.532542552,0.684466262,0,0,0,0,0,0,0.090268475,0.015076423,0.067102408,0.350273246
 01/07  18:00:00,0.715237537,0.922154934,0,0,0,0,0,0,0.167641434,0.027999077,0.084249012,0.425526015
 01/07  19:00:00,0.878050704,0.950045697,0,0,0,0,0,0,0.249312916,0.041639651,0.085283318,0.461992818
 01/07  20:00:00,0.872056998,0.847262797,0,0,0,0,0,0,0.264357667,0.044152388,0.076857507,0.476867436
 01/07  21:00:00,0.836113923,0.74547751,0,0,0,0,0,0,0.227820435,0.038050024,0.067159962,0.493261503
 01/07  22:00:00,0.774816579,0.654088642,0,0,0,0,0,0,0.191283177,0.031947663,0.060018069,0.48174567
 01/07  23:00:00,0.64608513,0.532615306,0,0,0,0,0,0,0.143999691,0.02405049,0.051323808,0.41688914
 01/07  24:00:00,0.531682275,0.403556305,0,0,0,0,0,0,0.098865467,0.016512276,0.044213625,0.362268906
 01/08  01:00:00,0.409348286,0.3014699,0,0.035498363,0,0.000700628,0.000700628,0.000700628,0.051581982,0.008615098,0.038977013,0.299651565
 01/08  02:00:00,0.359624681,0.319958936,0,0.110642259,0,0.002183736,0.002183736,0.002183736,0.0300895,0.005025476,0.036603809,0.27590016
 01/08  03:00:00,0.348507335,0.511311109,0,0.322413561,0,0.006363447,0.006363447,0.006363447,0.021492492,0.003589625,0.034538454,0.272701317
 01/08  04:00:00,0.345775207,0.636124148,0,0.4423909,0,0.008731428,0.008731428,0.008731428,0.021492492,0.003589625,0.033276956,0.268862706
 01/08  05:00:00,0.337775791,0.769621087,0,0.523628598,0,0.010334809,0.010334809,0.010334809,0.021492492,0.003589625,0.033830483,0.258706382
 01/08  06:00:00,0.36832692,0.899755637,0,0.439888677,0,0.008682042,0.008682042,0.008682042,0.021492492,0.003589625,0.036045231,0.28869553
 01/08  07:00:00,0.451477302,1.255904397,0,0.382478944,0,0.007548951,0.007548951,0.007548951,0.04943272,0.008256138,0.042858198,0.333559295
 01/08  08:00:00,0.555399514,1.306835208,0,0.306969204,0,0.006058623,0.006058623,0.006058623,0.101014729,0.016871236,0.052201185,0.354431742
 01/08  09:00:00,0.487242256,1.176201596,0,0.222475599,0,0.00439098,0.00439098,0.00439098,0.096716233,0.016153312,0.060508167,0.299651565
 01/08  10:00:00,0.386304297,0.856758547,0,0,0,0,0,0,0.04943272,0.008256138,0.063765725,0.255027713
 01/08  11:00:00,0.378283314,0.745207964,0,0,0,0,0,0,0.040835728,0.006820289,0.059779755,0.261025543
 01/08  12:00:00,0.377474732,0.673843631,0,0,0,0,0,0,0.040835728,0.006820289,0.058891201,0.261105514
 01/08  13:00:00,0.374344815,0.622144418,0,0,0,0,0,0,0.040835728,0.006820289,0.060159692,0.256707105
 01/08  14:00:00,0.381313514,0.559121061,0,0,0,0,0,0,0.040835728,0.006820289,0.058251604,0.265583893
 01/08  15:00:00,0.395735437,0.522051771,0,0,0,0,0,0,0.042984989,0.007179249,0.055210717,0.280538481
 01/08  16:00:00,0.426270256,0.557945705,0,0,0,0,0,0,0.053731243,0.008974063,0.057610112,0.296132838
 01/08  17:00:00,0.532542552,0.688729284,0,0,0,0,0,0,0.090268475,0.015076423,0.067102408,0.350273246
 01/08  18:00:00,0.716284555,0.978873416,0,0.053048738,0,0.001047018,0.001047018,0.001047018,0.167641434,0.027999077,0.084249012,0.425526015
 01/08  19:00:00,0.878050704,0.95345234,0,0,0,0,0,0,0.249312916,0.041639651,0.085283318,0.461992818
 01/08  20:00:00,0.872056998,0.850203185,0,0,0,0,0,0,0.264357667,0.044152388,0.076857507,0.476867436
 01/08  21:00:00,0.836113923,0.748295432,0,0,0,0,0,0,0.227820435,0.038050024,0.067159962,0.493261503
 01/08  22:00:00,0.774816579,0.657819449,0,0,0,0,0,0,0.191283177,0.031947663,0.060018069,0.48174567
 01/08  23:00:00,0.64608513,0.534869133,0,0,0,0,0,0,0.143999691,0.02405049,0.051323808,0.41688914
 01/08  24:00:00,0.532018274,0.423506408,0,0.017023941,0,0.000336,0.000336,0.000336,0.098865467,0.016512276,0.044213625,0.362268906
 01/09  01:00:00,0.410260838,0.356674072,0,0.098375049,0,0.001941619,0.001941619,0.001941619,0.051581982,0.008615098,0.038648574,0.299651565
 01/09  02:00:00,0.364044724,0.54993004,0,0.344725066,0,0.006803807,0.006803807,0.006803807,0.0300895,0.005025476,0.036403781,0.27590016
 01/09  03:00:00,0.350605211,0.620228177,0,0.434757816,0,0.008580775,0.008580775,0.008580775,0.021492492,0.003589625,0.034419002,0.272701317
 01/09  04:00:00,0.348493106,0.775133397,0,0.585160525,0,0.011549259,0.011549259,0.011549259,0.021492492,0.003589625,0.033177023,0.268862706
 01/09  05:00:00,0.339586751,0.861745299,0,0.62353462,0,0.012306645,0.012306645,0.012306645,0.021492492,0.003589625,0.033669607,0.258706382
 01/09  06:00:00,0.371017766,1.027417565,0,0.591430695,0,0.011673013,0.011673013,0.011673013,0.021492492,0.003589625,0.035745107,0.28869553
 01/09  07:00:00,0.459700724,1.647681572,0,0.829549204,0,0.016372736,0.016372736,0.016372736,0.04943272,0.008256138,0.042257835,0.333559295
 01/09  08:00:00,0.556107952,1.336585812,0,0.400844672,0,0.007911434,0.007911434,0.007911434,0.101014729,0.016871236,0.051056811,0.354431742
 01/09  09:00:00,0.482517338,0.967320153,0,0.077011417,0,0.001519967,0.001519967,0.001519967,0.096716233,0.016153312,0.058654261,0.299651565
 01/09  10:00:00,0.384158785,0.80191036,0,0,0,0,0,0,0.04943272,0.008256138,0.061620214,0.255027713
 01/09  11:00:00,0.376266213,0.700284453,0,0,0,0,0,0,0.040835728,0.006820289,0.057762654,0.261025543
 01/09  12:00:00,0.375707927,0.639971945,0,0,0,0,0,0,0.040835728,0.006820289,0.057124397,0.261105514
 01/09  13:00:00,0.374872464,0.702114846,0,0.106103156,0,0.002094148,0.002094148,0.002094148,0.040835728,0.006820289,0.058593194,0.256707105
 01/09  14:00:00,0.382983313,0.70008576,0,0.160783112,0,0.003173361,0.003173361,0.003173361,0.040835728,0.006820289,0.056748042,0.265583893
 01/09  15:00:00,0.3944517,0.503977839,0,0,0,0,0,0,0.042984989,0.007179249,0.05392698,0.280538481
 01/09  16:00:00,0.425067096,0.539331449,0,0,0,0,0,0,0.053731243,0.008974063,0.056406952,0.296132838
 01/09  17:00:00,0.531289287,0.662023051,0,0,0,0,0,0,0.090268475,0.015076423,0.065849143,0.350273246
 01/09  18:00:00,0.724699442,1.434684428,0,0.548302212,0,0.01082179,0.01082179,0.01082179,0.167641434,0.027999077,0.082889127,0.425526015
 01/09  19:00:00,0.87625968,0.900361523,0,0,0,0,0,0,0.249312916,0.041639651,0.083492295,0.461992818
 01/09  20:00:00,0.869991677,0.790779034,0,0,0,0,0,0,0.264357667,0.044152388,0.074792186,0.476867436
 01/09  21:00:00,0.834283748,0.690823932,0,0,0,0,0,0,0.227820435,0.038050024,0.065329786,0.493261503
 01/09  22:00:00,0.773291173,0.60919216,0,0,0,0,0,0,0.191283177,0.031947663,0.058492662,0.48174567
 01/09  23:00:00,0.645058112,0.496273778,0,0,0,0,0,0,0.143999691,0.02405049,0.05029679,0.41688914
 01/09  24:00:00,0.532751449,0.468353043,0,0.085923223,0,0.001695859,0.001695859,0.001695859,0.098865467,0.016512276,0.043586942,0.362268906
 01/10  01:00:00,0.412831889,0.487274927,0,0.228641181,0,0.00451267,0.00451267,0.00451267,0.051581982,0.008615098,0.038648574,0.299651565
